product_id,product_name,category,subcategory,price,cost,margin,rating,stock
124,P-00124,Outdoors,Boating,16.12,8.41,0.478,3.39,788
125,P-00125,Apparel,Kids,3.56,1.87,0.475,4.68,666
126,P-00126,Books,Education,11.35,7.52,0.337,3.4,1709
127,P-00127,Books,Nonfiction,78.12,53.57,0.314,3.32,257
128,P-00128,Electronics,Phones,128.55,97.05,0.245,2.53,1295
129,P-00129,Apparel,Kids,38.6,27.07,0.299,3.67,954
130,P-00130,Home,Kitchen,60.36,44.31,0.266,3.87,385
131,P-00131,Outdoors,Gardening,13.74,6.38,0.536,3.48,1663
132,P-00132,Apparel,Kids,8.4,6.22,0.26,4.37,183
133,P-00133,Toys,Educational,29.52,13.16,0.554,2.61,895
134,P-00134,Sports,Outdoor,12.82,8.94,0.303,4.08,472
135,P-00135,Apparel,Women,32.79,21.38,0.348,4.41,1985
136,P-00136,Apparel,Men,57.06,30.92,0.458,3.88,664
137,P-00137,Toys,Indoor,73.73,35.65,0.516,4.79,1322
138,P-00138,Apparel,Men,16.88,7.83,0.536,3.27,528
139,P-00139,Books,Nonfiction,53.81,30.54,0.432,3.96,786
140,P-00140,Books,Nonfiction,21.45,13.19,0.385,4.73,880
141,P-00141,Books,Education,15.93,10.11,0.365,2.78,449
142,P-00142,Electronics,Audio,24.68,13.58,0.45,3.16,1272
143,P-00143,Home,Furniture,58.52,45.05,0.23,2.61,67
144,P-00144,Apparel,Kids,17.16,12.5,0.272,2.52,1891
145,P-00145,Toys,Outdoor,25.94,20.02,0.228,3.09,824
146,P-00146,Home,Decor,106.4,60.86,0.428,4.77,28
147,P-00147,Beauty,Hair,26.43,20.21,0.235,3.57,1546
148,P-00148,Sports,Fitness,74.78,33.96,0.546,2.55,1191
149,P-00149,Outdoors,Boating,25.04,18.6,0.257,3.82,1127
150,P-00150,Electronics,Audio,11.34,5.08,0.552,4.13,802
151,P-00151,Beauty,Makeup,78.56,43.03,0.452,4.17,255
152,P-00152,Outdoors,Camping,93.61,62.71,0.33,3.37,1561
153,P-00153,Home,Kitchen,66.55,34.26,0.485,4.03,1542
154,P-00154,Sports,Fitness,15.59,9.39,0.398,3.25,669
155,P-00155,Apparel,Women,7.96,5.72,0.281,3.91,112
156,P-00156,Toys,Indoor,61.93,44.48,0.282,3.32,849
157,P-00157,Apparel,Women,16.34,10.67,0.347,4.55,1269
158,P-00158,Toys,Indoor,56.43,39.2,0.305,3.58,1221
159,P-00159,Toys,Indoor,26.1,16.97,0.35,4.97,169
160,P-00160,Sports,TeamSport,13.86,10.44,0.247,3.29,1165
161,P-00161,Home,Furniture,25.72,15.52,0.397,4.82,1322
162,P-00162,Home,Decor,16.45,10.52,0.36,3.67,1621
163,P-00163,Beauty,Hair,148.36,102.51,0.309,3.59,1285
164,P-00164,Electronics,Phones,79.96,46.85,0.414,3.5,976
165,P-00165,Beauty,Skin,12.2,6.98,0.428,4.41,1937
166,P-00166,Beauty,Makeup,19.43,15.09,0.223,3.22,921
167,P-00167,Electronics,Audio,11.62,6.52,0.439,3.71,1460
168,P-00168,Sports,Outdoor,126.43,71.52,0.434,3.39,227
169,P-00169,Outdoors,Gardening,60.91,45.16,0.259,4.6,1171
170,P-00170,Sports,TeamSport,29.47,22.18,0.247,3.2,696
171,P-00171,Apparel,Men,85.45,44.42,0.48,4.18,1102
172,P-00172,Sports,Outdoor,27.4,12.18,0.555,3.69,448
173,P-00173,Sports,Fitness,36.66,15.95,0.565,4.9,1167
174,P-00174,Home,Furniture,4.89,3.69,0.245,3.02,724
175,P-00175,Home,Decor,31.08,14.03,0.549,2.75,1266
176,P-00176,Beauty,Makeup,30.24,22.98,0.24,2.5,1057
177,P-00177,Outdoors,Boating,25.32,14.39,0.432,4.66,1381
178,P-00178,Home,Kitchen,62.49,32.86,0.474,3.16,325
179,P-00179,Toys,Educational,12.63,7.39,0.415,3.01,143
180,P-00180,Toys,Outdoor,73.71,45.67,0.38,3.85,1325
181,P-00181,Beauty,Hair,23.18,12.13,0.477,2.73,303
182,P-00182,Books,Nonfiction,19.98,8.14,0.593,4.66,1509
183,P-00183,Books,Education,30.53,15.33,0.498,4.09,467
184,P-00184,Books,Fiction,7.21,3.54,0.509,4.14,696
185,P-00185,Home,Kitchen,47.8,38.01,0.205,3.71,1297
186,P-00186,Toys,Indoor,176.7,103.97,0.412,4.33,459
187,P-00187,Toys,Educational,15.15,11.81,0.22,2.74,1469
188,P-00188,Home,Furniture,49.47,36.4,0.264,4.07,1801
189,P-00189,Outdoors,Boating,79.68,35.0,0.561,4.97,714
190,P-00190,Electronics,Audio,39.76,24.2,0.391,3.58,795
191,P-00191,Outdoors,Camping,66.12,51.2,0.226,3.39,1786
192,P-00192,Electronics,Computers,139.85,74.38,0.468,4.12,337
193,P-00193,Toys,Outdoor,18.05,11.24,0.377,3.65,1202
194,P-00194,Books,Fiction,57.31,31.85,0.444,3.58,951
195,P-00195,Sports,TeamSport,38.59,27.36,0.291,3.23,820
196,P-00196,Toys,Indoor,41.56,21.59,0.481,4.44,623
197,P-00197,Electronics,Computers,70.93,30.13,0.575,4.4,1684
198,P-00198,Sports,TeamSport,51.49,33.17,0.356,2.66,709
199,P-00199,Toys,Indoor,10.66,7.69,0.279,4.24,1718
200,P-00200,Electronics,Computers,17.56,9.87,0.438,3.74,1507
201,P-00201,Outdoors,Boating,16.69,10.28,0.384,3.54,775
202,P-00202,Apparel,Men,36.44,15.04,0.587,4.42,766
203,P-00203,Sports,TeamSport,2.1,1.1,0.476,3.93,1832
204,P-00204,Beauty,Hair,189.41,81.46,0.57,3.84,746
205,P-00205,Books,Fiction,26.28,18.63,0.291,2.74,664
206,P-00206,Electronics,Accessories,64.38,31.72,0.507,3.27,240
207,P-00207,Outdoors,Camping,182.34,85.8,0.529,2.73,1830
208,P-00208,Electronics,Computers,38.0,25.93,0.318,2.89,1715
209,P-00209,Apparel,Kids,69.26,53.84,0.223,4.86,1728
210,P-00210,Apparel,Men,53.52,30.14,0.437,3.36,98
211,P-00211,Beauty,Makeup,160.61,114.97,0.284,3.83,1057
212,P-00212,Beauty,Makeup,8.54,3.96,0.536,4.7,1691
213,P-00213,Sports,TeamSport,7.73,5.01,0.352,4.53,1791
214,P-00214,Beauty,Skin,48.26,30.33,0.372,4.88,1690
215,P-00215,Beauty,Skin,49.89,26.94,0.46,3.93,207
216,P-00216,Beauty,Makeup,8.61,3.68,0.573,2.64,1440
217,P-00217,Books,Nonfiction,103.14,43.63,0.577,3.0,379
218,P-00218,Toys,Outdoor,81.4,47.46,0.417,3.28,1131
219,P-00219,Home,Furniture,47.5,24.69,0.48,2.71,1154
220,P-00220,Electronics,Phones,11.26,7.32,0.35,3.3,717
221,P-00221,Sports,TeamSport,24.71,10.11,0.591,3.35,1620
222,P-00222,Home,Furniture,93.81,67.37,0.282,4.04,1864
223,P-00223,Beauty,Makeup,11.26,5.52,0.51,4.73,641
224,P-00224,Beauty,Makeup,27.51,15.77,0.427,4.61,1682
225,P-00225,Apparel,Kids,15.94,7.64,0.521,3.49,1347
226,P-00226,Apparel,Women,33.5,20.12,0.399,2.81,764
227,P-00227,Outdoors,Camping,66.24,41.52,0.373,3.25,1832
228,P-00228,Beauty,Skin,85.34,57.95,0.321,4.23,1212
229,P-00229,Apparel,Kids,11.33,7.42,0.345,3.64,512
230,P-00230,Electronics,Audio,70.7,38.42,0.457,3.82,1802
231,P-00231,Outdoors,Gardening,18.78,9.75,0.481,3.45,1806
232,P-00232,Outdoors,Gardening,121.96,86.06,0.294,3.86,700
233,P-00233,Home,Kitchen,155.36,78.9,0.492,3.94,802
234,P-00234,Outdoors,Camping,124.65,77.51,0.378,4.5,1568
235,P-00235,Beauty,Skin,182.49,87.71,0.519,4.28,854
236,P-00236,Sports,Fitness,22.49,12.53,0.443,4.92,1571
237,P-00237,Apparel,Kids,65.0,45.61,0.298,3.34,1276
238,P-00238,Outdoors,Boating,13.15,6.7,0.49,4.22,1678
239,P-00239,Apparel,Kids,34.11,23.92,0.299,2.57,1445
240,P-00240,Electronics,Audio,212.71,119.66,0.437,2.82,1671
241,P-00241,Apparel,Men,24.15,17.79,0.263,2.62,1189
242,P-00242,Books,Education,15.72,6.4,0.593,2.89,596
243,P-00243,Electronics,Computers,80.21,56.77,0.292,4.49,1265
244,P-00244,Beauty,Hair,19.3,9.56,0.505,3.64,463
245,P-00245,Books,Nonfiction,13.38,10.13,0.243,4.68,1634
246,P-00246,Electronics,Computers,146.74,59.85,0.592,3.81,964
247,P-00247,Toys,Outdoor,4.92,2.28,0.537,3.25,1140
248,P-00248,Apparel,Men,14.79,7.58,0.487,4.91,1235
249,P-00249,Home,Furniture,24.79,13.2,0.468,4.3,724
250,P-00250,Beauty,Skin,19.41,8.36,0.569,4.85,307
251,P-00251,Outdoors,Gardening,77.62,46.31,0.403,4.0,1808
252,P-00252,Sports,Outdoor,8.25,4.36,0.472,2.85,1587
253,P-00253,Beauty,Hair,27.85,14.38,0.484,3.78,1884
254,P-00254,Electronics,Computers,71.43,51.06,0.285,4.92,1470
255,P-00255,Beauty,Makeup,24.44,11.47,0.531,3.87,1885
256,P-00256,Apparel,Kids,95.37,71.55,0.25,3.89,1792
257,P-00257,Electronics,Phones,65.53,41.58,0.365,3.29,1635
258,P-00258,Toys,Educational,41.91,18.97,0.547,3.15,574
259,P-00259,Sports,TeamSport,165.54,116.49,0.296,4.27,101
260,P-00260,Outdoors,Gardening,45.38,26.49,0.416,4.32,1684
261,P-00261,Toys,Indoor,104.29,74.58,0.285,2.8,1287
262,P-00262,Electronics,Computers,108.85,73.91,0.321,4.27,1971
263,P-00263,Toys,Indoor,13.43,7.49,0.442,4.75,1525
264,P-00264,Sports,Fitness,34.29,24.65,0.281,2.6,602
265,P-00265,Outdoors,Gardening,20.42,10.21,0.5,3.86,1935
266,P-00266,Outdoors,Gardening,32.8,21.91,0.332,2.99,176
267,P-00267,Sports,TeamSport,73.16,49.25,0.327,3.95,641
268,P-00268,Home,Furniture,6.78,4.75,0.299,3.89,1801
269,P-00269,Outdoors,Boating,24.07,16.62,0.31,4.46,66
270,P-00270,Beauty,Hair,20.23,11.34,0.439,3.13,1038
271,P-00271,Beauty,Hair,23.21,17.31,0.254,2.67,1372
272,P-00272,Beauty,Hair,31.02,18.16,0.415,4.33,1299
273,P-00273,Toys,Indoor,69.71,40.89,0.413,4.27,9
274,P-00274,Sports,Outdoor,19.91,15.39,0.227,4.33,1556
275,P-00275,Apparel,Men,22.91,15.35,0.33,3.93,969
276,P-00276,Electronics,Computers,46.38,29.56,0.363,3.73,1718
277,P-00277,Sports,TeamSport,24.82,17.43,0.298,4.5,257
278,P-00278,Books,Nonfiction,126.19,96.16,0.238,2.97,1205
279,P-00279,Beauty,Makeup,89.84,50.33,0.44,4.09,1504
280,P-00280,Sports,Fitness,10.39,8.23,0.208,4.81,69
281,P-00281,Electronics,Phones,2.96,2.04,0.311,4.08,1377
282,P-00282,Electronics,Audio,26.05,19.68,0.245,3.08,571
283,P-00283,Books,Education,20.45,12.36,0.396,2.74,1607
284,P-00284,Apparel,Men,11.66,4.82,0.587,3.14,1690
285,P-00285,Toys,Educational,17.17,7.92,0.539,3.09,438
286,P-00286,Toys,Outdoor,24.09,13.96,0.421,3.4,845
287,P-00287,Apparel,Kids,17.1,10.38,0.393,3.72,1778
288,P-00288,Outdoors,Camping,63.41,41.88,0.34,3.76,1303
289,P-00289,Electronics,Accessories,11.6,5.28,0.545,3.1,1342
290,P-00290,Home,Decor,146.62,100.83,0.312,2.97,1608
291,P-00291,Outdoors,Camping,61.29,29.0,0.527,3.41,512
292,P-00292,Electronics,Phones,43.84,24.49,0.441,4.49,865
293,P-00293,Books,Fiction,19.0,11.62,0.388,3.89,1931
294,P-00294,Toys,Educational,136.12,65.45,0.519,3.17,1093
295,P-00295,Sports,TeamSport,28.14,19.62,0.303,2.58,1435
296,P-00296,Electronics,Computers,15.68,10.41,0.336,3.7,1383
297,P-00297,Beauty,Hair,98.64,74.84,0.241,4.44,28
298,P-00298,Toys,Indoor,35.38,14.51,0.59,4.9,1297
299,P-00299,Apparel,Women,31.6,22.19,0.298,4.13,1719
300,P-00300,Electronics,Phones,22.93,11.84,0.484,4.03,1478
301,P-00301,Beauty,Makeup,27.29,13.17,0.517,2.5,1267
302,P-00302,Books,Fiction,153.54,115.08,0.25,4.87,871
303,P-00303,Books,Nonfiction,12.56,7.78,0.381,4.33,1558
304,P-00304,Apparel,Women,22.62,11.66,0.485,3.59,423
305,P-00305,Home,Decor,54.21,24.67,0.545,3.64,616
306,P-00306,Books,Nonfiction,12.45,6.83,0.451,4.42,309
307,P-00307,Toys,Educational,10.35,5.07,0.51,3.65,1626
308,P-00308,Books,Fiction,115.75,64.05,0.447,3.47,1913
309,P-00309,Apparel,Kids,16.05,6.82,0.575,2.74,420
310,P-00310,Apparel,Women,10.54,7.57,0.282,4.4,1899
311,P-00311,Sports,Fitness,113.87,66.57,0.415,4.28,1995
312,P-00312,Outdoors,Gardening,11.78,7.32,0.379,4.4,228
313,P-00313,Electronics,Phones,23.87,17.93,0.249,4.68,1823
314,P-00314,Books,Nonfiction,12.69,9.62,0.242,3.18,944
315,P-00315,Books,Education,41.74,24.74,0.407,3.16,722
316,P-00316,Outdoors,Camping,90.66,38.65,0.574,4.02,1232
317,P-00317,Electronics,Phones,114.96,88.18,0.233,2.53,1207
318,P-00318,Sports,TeamSport,13.01,5.26,0.596,3.41,1030
319,P-00319,Books,Nonfiction,114.82,81.08,0.294,4.88,1834
320,P-00320,Electronics,Accessories,13.55,9.63,0.289,4.87,1685
321,P-00321,Sports,Outdoor,57.73,39.98,0.307,3.78,1469
322,P-00322,Toys,Indoor,165.32,110.59,0.331,2.63,479
323,P-00323,Outdoors,Camping,90.15,68.82,0.237,2.61,1009
324,P-00324,Home,Decor,105.6,57.82,0.452,3.41,1012
325,P-00325,Beauty,Skin,6.61,3.55,0.463,3.3,1663
326,P-00326,Beauty,Hair,41.49,18.12,0.563,2.86,1731
327,P-00327,Apparel,Women,41.27,27.19,0.341,4.99,1923
328,P-00328,Home,Furniture,56.32,38.95,0.308,3.54,928
329,P-00329,Apparel,Men,193.02,144.41,0.252,4.01,268
330,P-00330,Apparel,Men,23.71,15.05,0.365,4.14,1914
331,P-00331,Outdoors,Boating,18.69,10.05,0.462,3.65,823
332,P-00332,Apparel,Kids,112.68,64.99,0.423,3.44,1135
333,P-00333,Beauty,Makeup,28.72,18.24,0.365,3.04,556
334,P-00334,Books,Nonfiction,26.05,18.11,0.305,3.89,184
335,P-00335,Toys,Indoor,18.07,13.06,0.277,4.91,489
336,P-00336,Books,Education,25.9,17.26,0.334,4.64,1025
337,P-00337,Outdoors,Gardening,28.08,17.7,0.37,2.91,325
338,P-00338,Sports,TeamSport,18.85,11.35,0.398,2.6,546
339,P-00339,Beauty,Skin,31.1,15.32,0.507,3.12,919
340,P-00340,Home,Kitchen,34.41,13.88,0.597,3.82,1427
341,P-00341,Beauty,Skin,12.55,5.7,0.546,4.74,74
342,P-00342,Apparel,Women,89.06,57.86,0.35,4.36,842
343,P-00343,Books,Education,21.33,8.74,0.59,4.33,1043
344,P-00344,Electronics,Accessories,33.93,22.61,0.334,4.47,1887
345,P-00345,Toys,Educational,5.0,2.18,0.564,2.87,1626
346,P-00346,Electronics,Computers,10.36,4.66,0.55,4.26,714
347,P-00347,Electronics,Audio,23.64,18.34,0.224,4.59,156
348,P-00348,Beauty,Skin,7.38,3.81,0.484,4.25,1869
349,P-00349,Electronics,Computers,42.02,25.17,0.401,2.68,1302
350,P-00350,Home,Kitchen,75.43,35.02,0.536,4.71,166
351,P-00351,Sports,TeamSport,116.16,75.87,0.347,4.16,1627
352,P-00352,Books,Education,13.04,6.69,0.487,3.16,1149
353,P-00353,Toys,Educational,48.92,36.43,0.255,3.47,540
354,P-00354,Outdoors,Boating,42.61,20.13,0.528,4.66,1502
355,P-00355,Sports,Outdoor,50.6,36.53,0.278,3.03,258
356,P-00356,Apparel,Women,41.38,32.08,0.225,4.67,441
357,P-00357,Home,Decor,43.73,25.66,0.413,2.92,906
358,P-00358,Toys,Educational,53.64,35.16,0.345,3.67,795
359,P-00359,Toys,Outdoor,19.63,11.2,0.429,2.98,424
360,P-00360,Books,Fiction,50.98,28.61,0.439,3.74,1575
361,P-00361,Beauty,Makeup,9.72,4.17,0.571,3.76,1653
362,P-00362,Electronics,Phones,34.63,13.9,0.599,3.4,1313
363,P-00363,Outdoors,Camping,10.59,5.68,0.464,4.72,1570
364,P-00364,Toys,Educational,63.49,28.92,0.544,4.69,152
365,P-00365,Toys,Indoor,15.91,12.49,0.215,3.67,62
366,P-00366,Sports,TeamSport,17.23,9.03,0.476,4.91,1641
367,P-00367,Toys,Indoor,27.72,14.51,0.477,4.02,1227
368,P-00368,Beauty,Makeup,33.88,23.82,0.297,4.54,1108
369,P-00369,Electronics,Phones,4.54,2.55,0.438,3.21,779
370,P-00370,Books,Nonfiction,8.07,5.32,0.341,3.78,975
371,P-00371,Electronics,Audio,55.82,27.99,0.499,4.73,434
372,P-00372,Beauty,Skin,4.95,3.61,0.271,3.21,1223
373,P-00373,Sports,TeamSport,19.2,12.76,0.335,4.3,73
374,P-00374,Sports,TeamSport,16.37,10.06,0.385,4.07,1960
375,P-00375,Home,Furniture,9.67,7.18,0.257,4.91,1471
376,P-00376,Electronics,Audio,20.81,15.14,0.272,2.58,1426
377,P-00377,Toys,Outdoor,21.02,14.13,0.328,2.62,1502
378,P-00378,Home,Furniture,45.75,25.0,0.454,4.65,1966
379,P-00379,Electronics,Phones,76.12,51.85,0.319,3.25,1646
380,P-00380,Beauty,Skin,24.31,13.75,0.434,4.77,1134
381,P-00381,Sports,TeamSport,63.12,38.87,0.384,3.63,1521
382,P-00382,Toys,Educational,23.52,18.31,0.222,3.31,1667
383,P-00383,Sports,TeamSport,45.25,33.43,0.261,3.38,1618
384,P-00384,Sports,TeamSport,48.31,20.36,0.579,4.48,1269
385,P-00385,Toys,Outdoor,58.31,38.66,0.337,2.89,1694
386,P-00386,Beauty,Skin,40.35,25.43,0.37,4.8,1611
387,P-00387,Apparel,Men,77.31,34.81,0.55,3.86,21
388,P-00388,Beauty,Makeup,42.75,32.42,0.242,3.18,1909
389,P-00389,Toys,Educational,171.16,101.32,0.408,4.23,1395
390,P-00390,Sports,TeamSport,33.78,18.69,0.447,3.3,969
391,P-00391,Toys,Educational,12.91,5.17,0.6,4.21,1564
392,P-00392,Home,Decor,16.18,8.99,0.444,4.35,0
393,P-00393,Sports,Outdoor,150.12,112.49,0.251,2.77,1763
394,P-00394,Home,Furniture,42.67,18.69,0.562,4.17,1907
395,P-00395,Beauty,Makeup,51.12,30.83,0.397,2.61,61
396,P-00396,Outdoors,Gardening,22.47,16.21,0.279,3.86,1992
397,P-00397,Electronics,Computers,12.21,5.3,0.566,3.62,800
398,P-00398,Apparel,Women,70.22,40.66,0.421,4.78,867
399,P-00399,Beauty,Skin,32.41,22.21,0.315,3.99,1464
400,P-00400,Outdoors,Gardening,141.96,84.3,0.406,4.03,1498
401,P-00401,Books,Education,190.3,149.1,0.217,4.82,1698
402,P-00402,Sports,TeamSport,65.97,26.51,0.598,3.17,59
403,P-00403,Outdoors,Gardening,19.11,14.71,0.23,3.77,1425
